"id","class_room_id","day_of_week","period_number","school_id","status","subject_id","tutor_id","weekly_timetable_id","subject_name","tutor_name"
"15312","52","SATURDAY",8,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15313","53","MONDAY",1,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15314","53","MONDAY",2,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15315","53","MONDAY",3,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15316","53","MONDAY",4,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15317","53","MONDAY",5,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15318","53","MONDAY",6,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15319","53","MONDAY",7,"1","ASSIGNED","25","T049","35","Tamil","Tutor 49"
"15320","53","MONDAY",8,"1","ASSIGNED","17","T030","35","Moral Science","Tutor 30"
"15321","53","TUESDAY",1,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15322","53","TUESDAY",2,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15323","53","TUESDAY",3,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15324","53","TUESDAY",4,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15325","53","TUESDAY",5,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15326","53","TUESDAY",6,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15327","53","TUESDAY",7,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15328","53","TUESDAY",8,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15329","53","WEDNESDAY",1,"1","ASSIGNED","19","T022","35","Physical Training","Tutor 22"
"15330","53","WEDNESDAY",2,"1","ASSIGNED","25","T029","35","Tamil","Tutor 29"
"15331","53","WEDNESDAY",3,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15332","53","WEDNESDAY",4,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15333","53","WEDNESDAY",5,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15334","53","WEDNESDAY",6,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15335","53","WEDNESDAY",7,"1","ASSIGNED","26","T020","35","English","Tutor 20"
"15336","53","WEDNESDAY",8,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15337","53","THURSDAY",1,"1","ASSIGNED","19","T012","35","Physical Training","Tutor 12"
"15338","53","THURSDAY",2,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15339","53","THURSDAY",3,"1","ASSIGNED","18","T021","35","Computer Science","Tutor 21"
"15340","53","THURSDAY",4,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15341","53","THURSDAY",5,"1","ASSIGNED","26","T020","35","English","Tutor 20"
"15342","53","THURSDAY",6,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15343","53","THURSDAY",7,"1","ASSIGNED","20","T023","35","Maths","Tutor 23"
"15344","53","THURSDAY",8,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15345","53","FRIDAY",1,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15346","53","FRIDAY",2,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15347","53","FRIDAY",3,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15348","53","FRIDAY",4,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15349","53","FRIDAY",5,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"13297","59","MONDAY",1,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13298","59","MONDAY",2,"1","ASSIGNED","26","T030","34","English","Tutor 30"
"13299","59","MONDAY",3,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13300","59","MONDAY",4,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13301","59","MONDAY",5,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13302","59","MONDAY",6,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13303","59","MONDAY",7,"1","CONFLICT","25",NULL,"34","Tamil",NULL
"13304","59","MONDAY",8,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13305","59","TUESDAY",1,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13306","59","TUESDAY",2,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13307","59","TUESDAY",3,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13308","59","TUESDAY",4,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13309","59","TUESDAY",5,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13310","59","TUESDAY",6,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13311","59","TUESDAY",7,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13312","59","TUESDAY",8,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13313","59","WEDNESDAY",1,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13314","59","WEDNESDAY",2,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13315","59","WEDNESDAY",3,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13316","59","WEDNESDAY",4,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13317","59","WEDNESDAY",5,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13318","59","WEDNESDAY",6,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13319","59","WEDNESDAY",7,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13320","59","WEDNESDAY",8,"1","ASSIGNED","26","T050","34","English","Tutor 50"
"13321","59","THURSDAY",1,"1","ASSIGNED","26","T030","34","English","Tutor 30"
"13322","59","THURSDAY",2,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"13323","59","THURSDAY",3,"1","ASSIGNED","19","T032","34","Physical Training","Tutor 32"
"13324","59","THURSDAY",4,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13325","59","THURSDAY",5,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13326","59","THURSDAY",6,"1","ASSIGNED","19","T032","34","Physical Training","Tutor 32"
"13327","59","THURSDAY",7,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13328","59","THURSDAY",8,"1","CONFLICT","25",NULL,"34","Tamil",NULL
"13329","59","FRIDAY",1,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13330","59","FRIDAY",2,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13331","59","FRIDAY",3,"1","ASSIGNED","18","T022","34","Computer Science","Tutor 22"
"13332","59","FRIDAY",4,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13333","59","FRIDAY",5,"1","CONFLICT","25",NULL,"34","Tamil",NULL
"13334","59","FRIDAY",6,"1","CONFLICT","25",NULL,"34","Tamil",NULL
"13335","59","FRIDAY",7,"1","CONFLICT","20",NULL,"34","Maths",NULL
"13336","59","FRIDAY",8,"1","ASSIGNED","26","T050","34","English","Tutor 50"
"13337","59","SATURDAY",1,"1","CONFLICT","23",NULL,"34","Botany",NULL
"13338","59","SATURDAY",2,"1","CONFLICT","21",NULL,"34","Physics",NULL
"13339","59","SATURDAY",3,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13340","59","SATURDAY",4,"1","CONFLICT","22",NULL,"34","Chemistry",NULL
"13341","59","SATURDAY",5,"1","ASSIGNED","17","T031","34","Moral Science","Tutor 31"
"13342","59","SATURDAY",6,"1","ASSIGNED","18","T022","34","Computer Science","Tutor 22"
"13343","59","SATURDAY",7,"1","ASSIGNED","20","T033","34","Maths","Tutor 33"
"13344","59","SATURDAY",8,"1","CONFLICT","24",NULL,"34","Zoology",NULL
"15350","53","FRIDAY",6,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15351","53","FRIDAY",7,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15352","53","FRIDAY",8,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15353","53","SATURDAY",1,"1","ASSIGNED","18","T011","35","Computer Science","Tutor 11"
"15354","53","SATURDAY",2,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15355","53","SATURDAY",3,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15356","53","SATURDAY",4,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15357","53","SATURDAY",5,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15358","53","SATURDAY",6,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15359","53","SATURDAY",7,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15360","53","SATURDAY",8,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15361","54","MONDAY",1,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15362","54","MONDAY",2,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15363","54","MONDAY",3,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15364","54","MONDAY",4,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15365","54","MONDAY",5,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15366","54","MONDAY",6,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15367","54","MONDAY",7,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15368","54","MONDAY",8,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"11265","16","FRIDAY",1,"1","CONFLICT","21",NULL,"34","Physics","Tutor 35"
"11315","17","FRIDAY",3,"1","CONFLICT","22",NULL,"34","Chemistry","Tutor 35"
"11172","3","FRIDAY",4,"1","CONFLICT","22",NULL,"34","Chemistry","Tutor 35"
"11078","1","FRIDAY",6,"1","CONFLICT","22",NULL,"34","Chemistry","Tutor 35"
"15369","54","TUESDAY",1,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15370","54","TUESDAY",2,"1","ASSIGNED","25","T028","35","Tamil","Tutor 28"
"15371","54","TUESDAY",3,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15372","54","TUESDAY",4,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15373","54","TUESDAY",5,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15374","54","TUESDAY",6,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15375","54","TUESDAY",7,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15376","54","TUESDAY",8,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15377","54","WEDNESDAY",1,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15378","54","WEDNESDAY",2,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15379","54","WEDNESDAY",3,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15380","54","WEDNESDAY",4,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15381","54","WEDNESDAY",5,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15382","54","WEDNESDAY",6,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15383","54","WEDNESDAY",7,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15384","54","WEDNESDAY",8,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15385","54","THURSDAY",1,"1","ASSIGNED","26","T020","35","English","Tutor 20"
"15386","54","THURSDAY",2,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15387","54","THURSDAY",3,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15388","54","THURSDAY",4,"1","ASSIGNED","26","T020","35","English","Tutor 20"
"15389","54","THURSDAY",5,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15390","54","THURSDAY",6,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15391","54","THURSDAY",7,"1","ASSIGNED","19","T022","35","Physical Training","Tutor 22"
"15392","54","THURSDAY",8,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15393","54","FRIDAY",1,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15394","54","FRIDAY",2,"1","ASSIGNED","18","T021","35","Computer Science","Tutor 21"
"15395","54","FRIDAY",3,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15396","54","FRIDAY",4,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15397","54","FRIDAY",5,"1","ASSIGNED","17","T021","35","Moral Science","Tutor 21"
"15398","54","FRIDAY",6,"1","ASSIGNED","19","T022","35","Physical Training","Tutor 22"
"15399","54","FRIDAY",7,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15400","54","FRIDAY",8,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15401","54","SATURDAY",1,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15402","54","SATURDAY",2,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15403","54","SATURDAY",3,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15404","54","SATURDAY",4,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15405","54","SATURDAY",5,"1","ASSIGNED","18","T021","35","Computer Science","Tutor 21"
"15406","54","SATURDAY",6,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15407","54","SATURDAY",7,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15408","54","SATURDAY",8,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15409","55","MONDAY",1,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15410","55","MONDAY",2,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15411","55","MONDAY",3,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15412","55","MONDAY",4,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15413","55","MONDAY",5,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15414","55","MONDAY",6,"1","CONFLICT","21",NULL,"35","Physics",NULL
"15415","55","MONDAY",7,"1","CONFLICT","23",NULL,"35","Botany",NULL
"15416","55","MONDAY",8,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15417","55","TUESDAY",1,"1","ASSIGNED","19","T032","35","Physical Training","Tutor 32"
"15418","55","TUESDAY",2,"1","CONFLICT","25",NULL,"35","Tamil",NULL
"15419","55","TUESDAY",3,"1","CONFLICT","26",NULL,"35","English",NULL
"15420","55","TUESDAY",4,"1","ASSIGNED","20","T033","35","Maths","Tutor 33"
"15421","55","TUESDAY",5,"1","CONFLICT","24",NULL,"35","Zoology",NULL
"15422","55","TUESDAY",6,"1","ASSIGNED","25","T029","35","Tamil","Tutor 29"
"15423","55","TUESDAY",7,"1","ASSIGNED","24","T028","35","Zoology","Tutor 28"
"15424","55","TUESDAY",8,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15425","55","WEDNESDAY",1,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15426","55","WEDNESDAY",2,"1","ASSIGNED","26","T030","35","English","Tutor 30"
"15427","55","WEDNESDAY",3,"1","CONFLICT","20",NULL,"35","Maths",NULL
"15428","55","WEDNESDAY",4,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15429","55","WEDNESDAY",5,"1","CONFLICT","22",NULL,"35","Chemistry",NULL
"15430","55","WEDNESDAY",6,"1","CONFLICT","23",NULL,"35","Botany",NULL
"13345","1","MONDAY",1,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13346","1","MONDAY",2,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13347","1","MONDAY",3,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13348","1","MONDAY",4,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13349","1","MONDAY",5,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13350","1","MONDAY",6,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13351","1","MONDAY",7,"1","ASSIGNED","18","T041","35","Computer Science","Tutor 41"
"13352","1","MONDAY",8,"1","ASSIGNED","19","T042","35","Physical Training","Tutor 42"
"13353","1","TUESDAY",1,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13354","1","TUESDAY",2,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13355","1","TUESDAY",3,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13356","1","TUESDAY",4,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13357","1","TUESDAY",5,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13358","1","TUESDAY",6,"1","ASSIGNED","17","T040","35","Moral Science","Tutor 40"
"13359","1","TUESDAY",7,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13360","1","TUESDAY",8,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13361","1","WEDNESDAY",1,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13362","1","WEDNESDAY",2,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13363","1","WEDNESDAY",3,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13364","1","WEDNESDAY",4,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13365","1","WEDNESDAY",5,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13366","1","WEDNESDAY",6,"1","ASSIGNED","19","T042","35","Physical Training","Tutor 42"
"13367","1","WEDNESDAY",7,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13368","1","WEDNESDAY",8,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13369","1","THURSDAY",1,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13370","1","THURSDAY",2,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13371","1","THURSDAY",3,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13372","1","THURSDAY",4,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13373","1","THURSDAY",5,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13374","1","THURSDAY",6,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13375","1","THURSDAY",7,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13376","1","THURSDAY",8,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13377","1","FRIDAY",1,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13378","1","FRIDAY",2,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13379","1","FRIDAY",3,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13380","1","FRIDAY",4,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13381","1","FRIDAY",5,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13382","1","FRIDAY",6,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13383","1","FRIDAY",7,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13384","1","FRIDAY",8,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13385","1","SATURDAY",1,"1","ASSIGNED","18","T041","35","Computer Science","Tutor 41"
"13386","1","SATURDAY",2,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13387","1","SATURDAY",3,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13388","1","SATURDAY",4,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13389","1","SATURDAY",5,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13390","1","SATURDAY",6,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13391","1","SATURDAY",7,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13392","1","SATURDAY",8,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13393","2","MONDAY",1,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13394","2","MONDAY",2,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13395","2","MONDAY",3,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13396","2","MONDAY",4,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13397","2","MONDAY",5,"1","ASSIGNED","22","T036","35","Chemistry","Tutor 36"
"13398","2","MONDAY",6,"1","ASSIGNED","23","T037","35","Botany","Tutor 37"
"13399","2","MONDAY",7,"1","ASSIGNED","18","T042","35","Computer Science","Tutor 42"
"13400","2","MONDAY",8,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13401","2","TUESDAY",1,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13402","2","TUESDAY",2,"1","ASSIGNED","20","T043","35","Maths","Tutor 43"
"13403","2","TUESDAY",3,"1","ASSIGNED","17","T040","35","Moral Science","Tutor 40"
"13404","2","TUESDAY",4,"1","ASSIGNED","20","T043","35","Maths","Tutor 43"
"13405","2","TUESDAY",5,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13406","2","TUESDAY",6,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13407","2","TUESDAY",7,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13408","2","TUESDAY",8,"1","ASSIGNED","19","T042","35","Physical Training","Tutor 42"
"13409","2","WEDNESDAY",1,"1","ASSIGNED","25","T039","35","Tamil","Tutor 39"
"13410","2","WEDNESDAY",2,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13411","2","WEDNESDAY",3,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13412","2","WEDNESDAY",4,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13413","2","WEDNESDAY",5,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13414","2","WEDNESDAY",6,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13415","2","WEDNESDAY",7,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13416","2","WEDNESDAY",8,"1","ASSIGNED","19","T042","35","Physical Training","Tutor 42"
"13417","2","THURSDAY",1,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13418","2","THURSDAY",2,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13419","2","THURSDAY",3,"1","ASSIGNED","20","T043","35","Maths","Tutor 43"
"13420","2","THURSDAY",4,"1","ASSIGNED","26","T040","35","English","Tutor 40"
"13421","2","THURSDAY",5,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13422","2","THURSDAY",6,"1","ASSIGNED","20","T043","35","Maths","Tutor 43"
"13423","2","THURSDAY",7,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13424","2","THURSDAY",8,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13425","2","FRIDAY",1,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13426","2","FRIDAY",2,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13427","2","FRIDAY",3,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13428","2","FRIDAY",4,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13429","2","FRIDAY",5,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13430","2","FRIDAY",6,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13431","2","FRIDAY",7,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13432","2","FRIDAY",8,"1","ASSIGNED","24","T038","35","Zoology","Tutor 38"
"13433","2","SATURDAY",1,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13434","2","SATURDAY",2,"1","ASSIGNED","23","T037","35","Botany","Tutor 37"
"13435","2","SATURDAY",3,"1","ASSIGNED","23","T037","35","Botany","Tutor 37"
"13436","2","SATURDAY",4,"1","ASSIGNED","18","T041","35","Computer Science","Tutor 41"
"13437","2","SATURDAY",5,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13438","2","SATURDAY",6,"1","ASSIGNED","25","T039","35","Tamil","Tutor 39"
"13439","2","SATURDAY",7,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13440","2","SATURDAY",8,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13441","3","MONDAY",1,"1","ASSIGNED","21","T044","35","Physics","Tutor 44"
"13442","3","MONDAY",2,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13443","3","MONDAY",3,"1","ASSIGNED","19","T042","35","Physical Training","Tutor 42"
"13444","3","MONDAY",4,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13445","3","MONDAY",5,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
"13446","3","MONDAY",6,"1","ASSIGNED","18","T041","35","Computer Science","Tutor 41"
"13447","3","MONDAY",7,"1","ASSIGNED","22","T035","35","Chemistry","Tutor 35"
"13448","3","MONDAY",8,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13449","3","TUESDAY",1,"1","ASSIGNED","20","T034","35","Maths","Tutor 34"
"13450","3","TUESDAY",2,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13451","3","TUESDAY",3,"1","ASSIGNED","24","T037","35","Zoology","Tutor 37"
"13452","3","TUESDAY",4,"1","ASSIGNED","20","T044","35","Maths","Tutor 44"
"13453","3","TUESDAY",5,"1","ASSIGNED","26","T039","35","English","Tutor 39"
"13454","3","TUESDAY",6,"1","ASSIGNED","25","T038","35","Tamil","Tutor 38"
"13455","3","TUESDAY",7,"1","ASSIGNED","21","T035","35","Physics","Tutor 35"
"13456","3","TUESDAY",8,"1","ASSIGNED","23","T036","35","Botany","Tutor 36"
"13457","3","WEDNESDAY",1,"1","ASSIGNED","21","T034","35","Physics","Tutor 34"
