"id","class_room_id","day_of_week","period_number","school_id","status","subject_id","tutor_id","weekly_timetable_id","subject_name","tutor_name"
"24936","2","WEDNESDAY",8,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"24937","2","THURSDAY",1,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24938","2","THURSDAY",2,"1","ASSIGNED","5","T012","41","Chemistry","Tutor 12"
"24939","2","THURSDAY",3,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24940","2","THURSDAY",4,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"24941","2","THURSDAY",5,"1","ASSIGNED","1","T001","41","English","Tutor 01"
"24942","2","THURSDAY",6,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24943","2","THURSDAY",7,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24944","2","THURSDAY",8,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24945","2","FRIDAY",1,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24946","2","FRIDAY",2,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24947","2","FRIDAY",3,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24948","2","FRIDAY",4,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24949","2","FRIDAY",5,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24950","2","FRIDAY",6,"1","ASSIGNED","3","T009","41","Maths","Tutor 09"
"24951","2","FRIDAY",7,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24952","2","FRIDAY",8,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24953","2","SATURDAY",1,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24954","2","SATURDAY",2,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"24955","2","SATURDAY",3,"1","ASSIGNED","5","T012","41","Chemistry","Tutor 12"
"24956","2","SATURDAY",4,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24957","2","SATURDAY",5,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24958","2","SATURDAY",6,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24959","2","SATURDAY",7,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24960","2","SATURDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24961","3","MONDAY",1,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24962","3","MONDAY",2,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24963","3","MONDAY",3,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24964","3","MONDAY",4,"1","CONFLICT","1",NULL,"41","English",NULL
"24965","3","MONDAY",5,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24966","3","MONDAY",6,"1","ASSIGNED","4","T011","41","Physics","Tutor 11"
"24967","3","MONDAY",7,"1","ASSIGNED","6","T013","41","Botany","Tutor 13"
"24968","3","MONDAY",8,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24969","3","TUESDAY",1,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24970","3","TUESDAY",2,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24971","3","TUESDAY",3,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"24972","3","TUESDAY",4,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24973","3","TUESDAY",5,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24974","3","TUESDAY",6,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24975","3","TUESDAY",7,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24976","3","TUESDAY",8,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24977","3","WEDNESDAY",1,"1","ASSIGNED","7","T014","41","Zoology","Tutor 14"
"24978","3","WEDNESDAY",2,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24979","3","WEDNESDAY",3,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24980","3","WEDNESDAY",4,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24981","3","WEDNESDAY",5,"1","ASSIGNED","1","T001","41","English","Tutor 01"
"24982","3","WEDNESDAY",6,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"24983","3","WEDNESDAY",7,"1","ASSIGNED","5","T012","41","Chemistry","Tutor 12"
"24984","3","WEDNESDAY",8,"1","ASSIGNED","4","T011","41","Physics","Tutor 11"
"24985","3","THURSDAY",1,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24986","3","THURSDAY",2,"1","ASSIGNED","7","T007","41","Zoology","Tutor 07"
"24987","3","THURSDAY",3,"1","ASSIGNED","3","T002","41","Maths","Tutor 02"
"24988","3","THURSDAY",4,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24989","3","THURSDAY",5,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"24990","3","THURSDAY",6,"1","ASSIGNED","2","T003","41","Tamil","Tutor 03"
"24991","3","THURSDAY",7,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"25664","40","THURSDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"24992","3","THURSDAY",8,"1","ASSIGNED","3","T009","41","Maths","Tutor 09"
"24993","3","FRIDAY",1,"1","ASSIGNED","1","T001","41","English","Tutor 01"
"24994","3","FRIDAY",2,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"24995","3","FRIDAY",3,"1","ASSIGNED","1","T001","41","English","Tutor 01"
"24996","3","FRIDAY",4,"1","ASSIGNED","5","T012","41","Chemistry","Tutor 12"
"24997","3","FRIDAY",5,"1","ASSIGNED","6","T013","41","Botany","Tutor 13"
"24998","3","FRIDAY",6,"1","CONFLICT","3",NULL,"41","Maths",NULL
"24999","3","FRIDAY",7,"1","ASSIGNED","6","T006","41","Botany","Tutor 06"
"25000","3","FRIDAY",8,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"25001","3","SATURDAY",1,"1","ASSIGNED","5","T012","41","Chemistry","Tutor 12"
"25002","3","SATURDAY",2,"1","ASSIGNED","5","T005","41","Chemistry","Tutor 05"
"25003","3","SATURDAY",3,"1","ASSIGNED","4","T004","41","Physics","Tutor 04"
"25004","3","SATURDAY",4,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25005","3","SATURDAY",5,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25006","3","SATURDAY",6,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25007","3","SATURDAY",7,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25008","3","SATURDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25009","15","MONDAY",1,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25010","15","MONDAY",2,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25011","15","MONDAY",3,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25012","15","MONDAY",4,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25013","15","MONDAY",5,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25014","15","MONDAY",6,"1","CONFLICT","16",NULL,"41","Physics",NULL
"25015","15","MONDAY",7,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25016","15","MONDAY",8,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25017","15","TUESDAY",1,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25018","15","TUESDAY",2,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25019","15","TUESDAY",3,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25020","15","TUESDAY",4,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25021","15","TUESDAY",5,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25022","15","TUESDAY",6,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25023","15","TUESDAY",7,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25024","15","TUESDAY",8,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25025","15","WEDNESDAY",1,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25026","15","WEDNESDAY",2,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25027","15","WEDNESDAY",3,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25028","15","WEDNESDAY",4,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25029","15","WEDNESDAY",5,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25030","15","WEDNESDAY",6,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25031","15","WEDNESDAY",7,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25032","15","WEDNESDAY",8,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25033","15","THURSDAY",1,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25034","15","THURSDAY",2,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25035","15","THURSDAY",3,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25036","15","THURSDAY",4,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25037","15","THURSDAY",5,"1","ASSIGNED","13","T008","41","English","Tutor 08"
"25038","15","THURSDAY",6,"1","ASSIGNED","14","T010","41","Tamil","Tutor 10"
"25039","15","THURSDAY",7,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25040","15","THURSDAY",8,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25041","15","FRIDAY",1,"1","ASSIGNED","13","T008","41","English","Tutor 08"
"25042","15","FRIDAY",2,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25043","15","FRIDAY",3,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25044","15","FRIDAY",4,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25045","15","FRIDAY",5,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25046","15","FRIDAY",6,"1","CONFLICT","15",NULL,"41","Maths",NULL
"25047","15","FRIDAY",7,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25048","15","FRIDAY",8,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25049","15","SATURDAY",1,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25050","15","SATURDAY",2,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25051","15","SATURDAY",3,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25052","15","SATURDAY",4,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25053","15","SATURDAY",5,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25054","15","SATURDAY",6,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25055","15","SATURDAY",7,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25056","15","SATURDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25057","16","MONDAY",1,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25058","16","MONDAY",2,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25059","16","MONDAY",3,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25060","16","MONDAY",4,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25061","16","MONDAY",5,"1","CONFLICT","15",NULL,"41","Maths",NULL
"25062","16","MONDAY",6,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25063","16","MONDAY",7,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25064","16","MONDAY",8,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25065","16","TUESDAY",1,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25066","16","TUESDAY",2,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25067","16","TUESDAY",3,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25068","16","TUESDAY",4,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25069","16","TUESDAY",5,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25070","16","TUESDAY",6,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25071","16","TUESDAY",7,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25072","16","TUESDAY",8,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25073","16","WEDNESDAY",1,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25074","16","WEDNESDAY",2,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25075","16","WEDNESDAY",3,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25076","16","WEDNESDAY",4,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25077","16","WEDNESDAY",5,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25078","16","WEDNESDAY",6,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25079","16","WEDNESDAY",7,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25080","16","WEDNESDAY",8,"1","CONFLICT","16",NULL,"41","Physics",NULL
"25081","16","THURSDAY",1,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25082","16","THURSDAY",2,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25083","16","THURSDAY",3,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25084","16","THURSDAY",4,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25085","16","THURSDAY",5,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25086","16","THURSDAY",6,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25087","16","THURSDAY",7,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25088","16","THURSDAY",8,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25089","16","FRIDAY",1,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25090","16","FRIDAY",2,"1","ASSIGNED","14","T010","41","Tamil","Tutor 10"
"25091","16","FRIDAY",3,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25092","16","FRIDAY",4,"1","CONFLICT","17",NULL,"41","Chemistry",NULL
"25093","16","FRIDAY",5,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25094","16","FRIDAY",6,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25095","16","FRIDAY",7,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25096","16","FRIDAY",8,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25097","16","SATURDAY",1,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25098","16","SATURDAY",2,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25099","16","SATURDAY",3,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25100","16","SATURDAY",4,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25101","16","SATURDAY",5,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25102","16","SATURDAY",6,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25103","16","SATURDAY",7,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25104","16","SATURDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25105","17","MONDAY",1,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25106","17","MONDAY",2,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25107","17","MONDAY",3,"1","ASSIGNED","13","T001","41","English","Tutor 01"
"25108","17","MONDAY",4,"1","ASSIGNED","18","T006","41","Botany","Tutor 06"
"25109","17","MONDAY",5,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25110","17","MONDAY",6,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25111","17","MONDAY",7,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25112","17","MONDAY",8,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25113","17","TUESDAY",1,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25114","17","TUESDAY",2,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25115","17","TUESDAY",3,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25116","17","TUESDAY",4,"1","CONFLICT","17",NULL,"41","Chemistry",NULL
"25117","17","TUESDAY",5,"1","ASSIGNED","13","T008","41","English","Tutor 08"
"25118","17","TUESDAY",6,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25119","17","TUESDAY",7,"1","CONFLICT","18",NULL,"41","Botany",NULL
"25120","17","TUESDAY",8,"1","CONFLICT","17",NULL,"41","Chemistry",NULL
"25121","17","WEDNESDAY",1,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25122","17","WEDNESDAY",2,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25123","17","WEDNESDAY",3,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25124","17","WEDNESDAY",4,"1","ASSIGNED","14","T010","41","Tamil","Tutor 10"
"25125","17","WEDNESDAY",5,"1","ASSIGNED","13","T008","41","English","Tutor 08"
"25126","17","WEDNESDAY",6,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25127","17","WEDNESDAY",7,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25128","17","WEDNESDAY",8,"1","ASSIGNED","17","T005","41","Chemistry","Tutor 05"
"25129","17","THURSDAY",1,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25130","17","THURSDAY",2,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25131","17","THURSDAY",3,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25132","17","THURSDAY",4,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25133","17","THURSDAY",5,"1","CONFLICT","13",NULL,"41","English",NULL
"25134","17","THURSDAY",6,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25135","17","THURSDAY",7,"1","ASSIGNED","14","T010","41","Tamil","Tutor 10"
"25136","17","THURSDAY",8,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25137","17","FRIDAY",1,"1","ASSIGNED","16","T004","41","Physics","Tutor 04"
"25138","17","FRIDAY",2,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25139","17","FRIDAY",3,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25140","17","FRIDAY",4,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25141","17","FRIDAY",5,"1","CONFLICT","18",NULL,"41","Botany",NULL
"25142","17","FRIDAY",6,"1","CONFLICT","15",NULL,"41","Maths",NULL
"25143","17","FRIDAY",7,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25144","17","FRIDAY",8,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25145","17","SATURDAY",1,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25146","17","SATURDAY",2,"1","ASSIGNED","15","T002","41","Maths","Tutor 02"
"25147","17","SATURDAY",3,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25148","17","SATURDAY",4,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25149","17","SATURDAY",5,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25150","17","SATURDAY",6,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25151","17","SATURDAY",7,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25152","17","SATURDAY",8,"1","CONFLICT",NULL,NULL,"41",NULL,NULL
"25153","18","MONDAY",1,"1","ASSIGNED","14","T003","41","Tamil","Tutor 03"
"25154","18","MONDAY",2,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25155","18","MONDAY",3,"1","ASSIGNED","19","T007","41","Zoology","Tutor 07"
"25156","18","MONDAY",4,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25157","18","MONDAY",5,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25158","18","MONDAY",6,"1","CONFLICT","16",NULL,"41","Physics",NULL
"25159","18","MONDAY",7,"1","ASSIGNED","13","T008","41","English","Tutor 08"
"25160","18","MONDAY",8,"1","ASSIGNED","15","T009","41","Maths","Tutor 09"
"25161","18","TUESDAY",1,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25162","18","TUESDAY",2,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25163","18","TUESDAY",3,"1","CONFLICT","19",NULL,"41","Zoology",NULL
"25164","18","TUESDAY",4,"1","ASSIGNED","18","T013","41","Botany","Tutor 13"
"25165","18","TUESDAY",5,"1","CONFLICT","13",NULL,"41","English",NULL
"25166","18","TUESDAY",6,"1","ASSIGNED","17","T012","41","Chemistry","Tutor 12"
"25167","18","TUESDAY",7,"1","ASSIGNED","14","T010","41","Tamil","Tutor 10"
"25168","18","TUESDAY",8,"1","ASSIGNED","19","T014","41","Zoology","Tutor 14"
"25169","18","WEDNESDAY",1,"1","ASSIGNED","16","T011","41","Physics","Tutor 11"
"25170","18","WEDNESDAY",2,"1","CONFLICT","18",NULL,"41","Botany",NULL
